id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree..misd.fel.,compas_decile_score,two_year_recid,compas_guess,compas_correct,charge_degree,juv_other_count
2623,2,0,37,0,0,8,65,1,2,0,0,1,1,0
2624,2,0,51,0,0,0,306,1,2,1,0,0,1,0
2625,3,0,51,0,0,3,122,0,2,0,0,1,0,0
2630,2,0,28,0,1,8,336,1,6,0,1,0,1,0
2632,1,0,56,0,0,4,306,1,1,0,0,1,1,0
2633,2,0,45,0,0,15,35,1,9,1,1,1,1,0
2634,1,0,26,0,0,7,61,1,6,1,1,1,1,0
2637,1,0,33,0,0,7,169,1,8,1,1,1,1,0
2638,1,0,23,0,0,0,45,0,4,0,0,1,0,3
2639,2,0,31,0,0,0,255,0,2,0,0,1,0,0
2641,6,0,31,0,0,0,45,0,3,0,0,1,0,0
2642,3,0,19,1,0,1,28,1,9,0,1,0,1,0
2643,1,0,32,0,0,0,17,1,1,0,0,1,1,0
2644,1,0,30,0,0,1,128,0,3,1,0,0,0,0
2645,3,1,48,0,0,9,28,1,6,0,1,0,1,0
2649,1,0,66,0,0,1,28,1,1,0,0,1,1,0
2650,2,1,40,0,0,0,189,1,1,0,0,1,1,0
2651,2,0,59,0,0,4,45,0,2,0,0,1,0,0
2652,2,0,25,0,0,5,28,1,7,0,1,0,1,0
2654,2,0,27,0,0,3,207,0,7,0,1,0,0,0
2655,2,0,22,0,0,0,190,1,3,0,0,1,1,0
2656,1,0,58,0,0,1,165,1,1,0,0,1,1,0
2657,2,0,49,0,0,1,45,0,1,0,0,1,0,0
2658,1,0,29,0,0,2,190,1,3,0,0,1,1,0
2661,1,1,44,0,0,11,170,1,7,1,1,1,1,0
2662,2,0,24,0,0,2,65,1,4,0,0,1,1,0
2664,2,0,27,0,0,0,15,1,8,1,1,1,1,0
2666,2,1,34,0,0,5,336,1,5,1,1,1,1,0
2667,1,0,24,0,0,0,297,1,5,0,1,0,1,0
2668,1,1,35,0,1,3,10,1,4,0,0,1,1,0
2669,1,0,65,0,0,4,45,0,3,0,0,1,0,0
2671,2,0,29,0,2,7,190,1,8,1,1,1,1,1
2672,2,0,30,1,0,5,15,1,9,1,1,1,1,0
2673,2,0,23,0,1,1,292,1,2,0,0,1,1,1
2676,1,0,32,0,0,2,311,1,4,1,0,0,1,0
2677,1,0,22,0,0,2,28,1,5,0,1,0,1,0
2678,2,0,21,0,0,0,45,0,3,0,0,1,0,0
2679,1,1,43,0,0,0,45,0,2,0,0,1,0,0
2680,2,0,29,0,0,0,260,1,8,0,1,0,1,0
2681,2,0,43,0,0,1,344,1,3,0,0,1,1,0
2682,2,0,25,0,0,1,28,1,2,0,0,1,1,0
2683,1,0,47,0,0,0,45,0,1,0,0,1,0,0
2685,2,1,21,0,0,0,190,1,5,0,1,0,1,0
2686,2,1,25,0,0,1,122,0,6,0,1,0,0,0
2687,1,0,54,0,0,0,45,0,1,0,0,1,0,0
2688,2,0,34,0,0,3,210,1,1,1,0,0,1,1
2689,2,1,28,0,0,2,45,0,2,0,0,1,0,0
2690,1,1,53,0,0,4,253,1,1,1,0,0,1,0
2691,2,0,54,0,0,0,368,0,1,0,0,1,0,0
2692,3,0,37,0,0,3,28,1,1,1,0,0,1,0
2696,2,0,34,0,0,2,172,1,4,0,0,1,1,0
2697,3,0,50,0,0,11,145,0,9,0,1,0,0,0
2698,1,1,60,0,0,0,49,1,1,1,0,0,1,0
2700,2,0,22,0,0,0,190,1,4,0,0,1,1,0
2703,2,0,51,0,0,3,172,1,7,0,1,0,1,0
2704,2,0,29,0,0,0,169,1,2,1,0,0,1,0
2706,2,1,28,0,0,1,418,1,5,0,1,0,1,0
2707,1,0,36,0,0,6,190,1,7,0,1,0,1,0
2708,2,0,28,0,0,5,28,0,6,0,1,0,0,1
2711,1,0,33,0,0,0,186,1,1,1,0,0,1,0
2713,1,0,43,0,0,4,45,0,2,0,0,1,0,0
2714,3,0,45,0,0,1,45,0,6,0,1,0,0,0
2716,1,0,32,0,0,5,336,1,5,1,1,1,1,0
2718,2,1,35,0,0,0,306,1,3,1,0,0,1,0
2719,2,0,23,0,0,1,167,1,4,1,0,0,1,0
2720,3,0,41,0,0,1,10,0,1,0,0,1,0,0
2721,6,0,25,20,0,24,28,1,10,1,1,1,1,0
2722,3,0,35,0,1,12,15,1,9,0,1,0,1,0
2723,2,0,25,0,0,4,89,1,6,1,1,1,1,0
2724,1,0,69,0,0,6,129,1,2,1,0,0,1,0
2728,4,0,24,0,0,0,45,0,3,0,0,1,0,0
2730,2,0,21,0,0,3,186,1,6,1,1,1,1,0
2731,3,0,28,0,0,0,190,1,4,0,0,1,1,0
2732,2,0,47,0,0,23,275,1,7,1,1,1,1,0
2733,6,0,59,0,0,1,297,1,1,0,0,1,1,0
2735,2,0,29,0,1,13,268,1,10,1,1,1,1,0
2736,1,0,36,0,0,14,190,1,4,1,0,0,1,0
2737,2,0,26,0,0,9,126,1,8,1,1,1,1,0
2738,6,0,31,0,0,0,426,0,1,0,0,1,0,0
2740,2,0,32,0,0,8,190,1,3,1,0,0,1,0
2742,1,1,27,0,0,3,28,1,7,1,1,1,1,0
2745,1,0,28,0,0,0,108,1,7,0,1,0,1,0
2746,1,0,48,0,0,1,128,0,1,1,0,0,0,0
2747,1,0,23,0,0,2,28,1,7,1,1,1,1,0
2748,1,0,44,0,0,0,45,0,1,0,0,1,0,0
2749,2,0,42,0,0,7,127,0,5,0,1,0,0,0
2750,2,0,39,0,0,5,190,1,7,0,1,0,1,0
2751,3,1,46,0,0,2,190,1,1,0,0,1,1,0
2752,1,0,55,0,0,0,45,0,5,0,1,0,0,0
2753,2,0,27,0,0,5,61,1,9,1,1,1,1,0
2754,1,1,31,0,0,0,45,0,9,0,1,0,0,0
2758,2,0,25,0,0,0,271,1,2,0,0,1,1,0
2759,1,0,32,0,0,6,334,0,7,0,1,0,0,2
2760,2,0,36,0,0,2,129,1,5,0,1,0,1,0
2762,2,0,21,0,0,3,28,1,7,1,1,1,1,0
2764,1,0,39,0,0,2,128,0,4,0,0,1,0,0
2765,2,1,26,0,0,0,45,0,2,0,0,1,0,0
2766,2,0,28,0,0,8,190,1,8,1,1,1,1,0
2767,1,0,67,0,0,2,334,0,1,1,0,0,0,0
2770,6,1,22,0,0,0,10,1,4,0,0,1,1,0
2771,1,0,37,0,0,3,128,0,1,0,0,1,0,0
2772,2,0,23,0,0,2,92,0,8,1,1,1,0,0
2773,2,1,49,0,0,14,45,0,7,1,1,1,0,0
2775,1,0,32,0,0,9,393,0,7,1,1,1,0,0
2776,1,0,41,0,0,9,45,0,6,0,1,0,0,0
2777,2,0,25,0,0,1,45,0,3,0,0,1,0,0
2779,1,1,57,0,0,3,49,1,1,0,0,1,1,0
2780,1,0,58,0,0,0,45,0,1,0,0,1,0,0
2782,2,0,44,2,0,19,45,0,9,1,1,1,0,0
2786,2,0,28,0,0,1,13,1,4,0,0,1,1,0
2787,2,1,39,0,0,0,190,1,5,1,1,1,1,0
2788,1,0,54,0,0,0,6,1,1,0,0,1,1,0
2789,3,0,21,0,0,0,45,0,4,1,0,0,0,0
2790,1,0,43,0,0,0,134,0,4,0,0,1,0,0
2792,2,0,31,0,0,5,45,0,10,0,1,0,0,0
2793,2,0,30,4,1,11,246,1,10,0,1,0,1,0
2794,1,0,27,0,1,4,45,0,4,1,0,0,0,3
2797,2,0,28,0,0,0,45,0,2,1,0,0,0,0
2800,2,0,24,0,0,0,286,0,7,0,1,0,0,0
2802,1,0,43,0,0,0,374,0,1,0,0,1,0,0
2804,2,0,44,0,0,10,128,0,4,1,0,0,0,0
2805,2,0,51,0,0,4,28,1,7,0,1,0,1,0
2807,3,0,24,0,0,11,364,1,10,1,1,1,1,0
2808,2,0,31,0,0,1,38,1,3,0,0,1,1,0
2809,2,0,23,0,0,0,246,1,3,0,0,1,1,0
2813,2,0,26,2,1,8,328,0,10,1,1,1,0,0
2814,1,0,36,0,0,5,423,0,3,1,0,0,0,0
2817,1,0,27,0,0,1,28,1,9,0,1,0,1,0
2819,2,0,24,0,0,0,166,1,10,1,1,1,1,0
2820,1,0,66,0,0,0,45,0,1,0,0,1,0,0
2821,1,1,36,0,0,3,306,1,4,0,0,1,1,1
2824,3,0,53,0,0,9,175,1,8,1,1,1,1,0
2825,1,0,23,0,0,1,306,1,3,1,0,0,1,0
2828,2,1,22,0,0,0,45,0,7,1,1,1,0,0
2829,3,0,25,0,0,1,90,1,3,0,0,1,1,1
2830,2,0,56,0,0,4,306,1,1,0,0,1,1,0
2834,5,0,29,0,0,1,306,1,2,0,0,1,1,0
2835,1,0,29,0,0,10,28,1,6,1,1,1,1,0
2836,4,0,51,0,0,1,28,1,1,1,0,0,1,0
2837,2,1,58,0,0,3,28,0,1,0,0,1,0,0
2841,1,0,24,0,1,3,133,0,5,0,1,0,0,2
2842,2,0,22,0,0,0,59,1,3,1,0,0,1,0
2843,1,0,39,0,0,0,45,0,1,0,0,1,0,0
2844,3,0,20,0,0,3,246,1,10,1,1,1,1,0
2845,1,0,46,0,0,10,28,1,7,1,1,1,1,0
2846,1,0,38,0,0,1,317,1,1,1,0,0,1,0
2848,1,0,23,0,0,0,425,0,8,1,1,1,0,0
2851,6,0,39,0,0,6,65,1,5,0,1,0,1,0
2852,2,0,25,0,0,0,168,1,8,0,1,0,1,0
2854,2,0,31,0,0,19,129,1,9,1,1,1,1,0
2855,2,1,25,0,0,1,45,0,3,1,0,0,0,0
2856,2,0,26,0,0,6,28,1,6,0,1,0,1,0
2857,2,0,25,0,0,2,292,1,9,0,1,0,1,1
2859,1,0,37,0,0,11,129,1,8,1,1,1,1,0
2860,2,0,36,0,0,0,190,1,1,0,0,1,1,0
2862,2,0,26,0,0,1,246,1,6,1,1,1,1,0
2863,6,0,21,0,2,3,190,1,2,1,0,0,1,0
2864,2,0,35,0,0,7,336,1,4,1,0,0,1,0
2865,2,0,22,0,0,2,89,1,4,1,0,0,1,0
2867,1,0,25,0,0,0,18,1,2,0,0,1,1,0
2868,1,0,24,0,0,0,88,0,7,0,1,0,0,0
2869,3,0,36,0,0,0,239,0,1,0,0,1,0,0
2870,2,0,24,0,0,2,374,0,7,1,1,1,0,0
2871,2,0,21,0,0,0,190,1,9,1,1,1,1,1
2873,1,0,32,2,0,15,306,1,9,1,1,1,1,1
2874,2,0,33,0,0,2,45,0,2,1,0,0,0,0
2875,2,0,33,0,0,10,306,1,9,1,1,1,1,0
2876,2,1,23,0,0,4,28,0,8,1,1,1,0,0
2879,1,0,29,0,0,0,134,0,3,0,0,1,0,0
2880,1,0,50,0,0,8,137,1,3,0,0,1,1,0
2882,1,0,32,0,0,5,28,1,5,1,1,1,1,0
2883,2,0,33,0,0,14,129,1,8,1,1,1,1,0
2885,2,0,37,0,1,13,6,1,8,1,1,1,1,0
2886,2,0,27,0,0,9,65,1,7,1,1,1,1,0
2887,2,0,27,0,0,0,45,0,1,0,0,1,0,0
2890,2,1,52,0,0,21,175,1,7,1,1,1,1,0
2891,3,0,21,0,0,1,283,0,5,1,1,1,0,0
2892,2,0,58,0,0,1,28,1,1,0,0,1,1,0
2893,2,0,27,0,0,4,108,1,8,0,1,0,1,0
2896,2,0,28,0,0,5,17,1,4,1,0,0,1,0
2897,1,0,28,0,0,1,306,1,7,1,1,1,1,0
2898,1,1,31,0,0,0,45,0,3,0,0,1,0,0
2899,1,0,30,0,1,11,28,1,9,1,1,1,1,0
2900,2,0,24,0,0,3,28,0,7,0,1,0,0,0
2901,2,0,26,0,0,6,303,1,9,1,1,1,1,0
2902,1,0,43,0,0,0,135,0,1,0,0,1,0,0
2903,2,0,31,0,0,2,89,1,1,1,0,0,1,1
2907,2,0,22,0,0,3,167,1,6,1,1,1,1,0
2908,2,0,23,0,0,0,65,1,5,0,1,0,1,0
2910,1,0,42,0,0,0,128,0,4,0,0,1,0,0
2911,2,0,34,0,0,0,28,0,2,1,0,0,0,0
2913,2,0,30,0,3,18,45,0,10,0,1,0,0,0
2914,2,0,29,0,0,1,159,1,9,0,1,0,1,0
2915,1,0,38,0,0,2,28,1,4,1,0,0,1,0
2917,1,0,26,0,0,3,243,0,4,0,0,1,0,1
2918,3,1,25,0,0,4,28,1,6,1,1,1,1,0
2922,2,0,51,0,0,5,127,0,7,0,1,0,0,0
2923,6,0,36,0,0,0,45,0,1,0,0,1,0,0
2925,3,0,62,0,0,0,45,0,1,0,0,1,0,0
2926,2,0,23,0,0,0,186,1,3,1,0,0,1,0
2927,2,0,34,0,0,7,28,1,5,1,1,1,1,0
2928,2,0,35,0,0,1,427,0,2,0,0,1,0,0
2929,1,0,22,0,0,0,280,1,3,0,0,1,1,0
2930,2,0,29,0,0,10,31,0,10,1,1,1,0,0
2931,2,0,40,0,0,0,371,1,2,0,0,1,1,0
2932,2,0,36,0,0,2,306,1,2,0,0,1,1,0
2933,2,0,26,0,0,8,28,1,8,1,1,1,1,0
2934,2,0,25,0,0,1,64,1,3,1,0,0,1,0
2935,1,0,69,0,0,0,133,0,1,0,0,1,0,0
2936,2,0,27,0,1,1,190,1,4,0,0,1,1,0
2937,1,0,20,0,0,0,190,1,5,1,1,1,1,0
2938,2,0,27,0,0,1,383,1,1,0,0,1,1,0
2939,2,1,24,0,0,6,28,0,6,0,1,0,0,0
2943,1,0,42,0,0,0,16,1,1,0,0,1,1,0
2946,1,0,25,0,0,1,58,1,3,0,0,1,1,0
2949,1,0,46,0,0,1,28,1,1,1,0,0,1,0
2951,2,0,25,0,0,0,418,1,4,0,0,1,1,0
2952,2,0,22,0,0,0,246,1,3,0,0,1,1,0
2954,1,0,21,0,0,0,64,1,4,0,0,1,1,0
2955,2,0,30,0,0,1,45,0,2,0,0,1,0,0
2956,1,0,46,0,0,9,45,0,5,0,1,0,0,0
2959,2,0,26,0,0,2,45,0,7,0,1,0,0,0
2961,2,0,33,0,0,0,28,1,5,1,1,1,1,0
2962,2,0,40,0,0,1,45,0,1,0,0,1,0,0
2963,1,0,34,0,0,0,306,1,4,0,0,1,1,0
2964,1,0,22,0,0,1,190,1,2,1,0,0,1,0
2965,3,0,28,0,0,3,28,0,5,0,1,0,0,0
2968,2,0,31,0,0,4,31,0,3,1,0,0,0,0
2969,1,0,59,0,0,3,128,0,1,1,0,0,0,0
2970,5,0,37,0,0,0,9,1,2,0,0,1,1,0
2972,2,0,50,0,0,0,21,1,1,0,0,1,1,0
2973,6,1,21,0,0,2,229,1,4,1,0,0,1,0
2974,2,0,57,0,0,8,170,1,5,1,1,1,1,0
2976,2,0,31,0,0,5,31,0,5,0,1,0,0,0
2977,2,1,51,0,0,1,45,0,7,0,1,0,0,0
2979,2,0,44,0,0,9,190,1,8,0,1,0,1,0
2982,2,0,48,0,0,5,306,1,9,1,1,1,1,0
2983,1,1,25,0,0,0,190,1,4,0,0,1,1,0
2984,2,0,51,0,0,5,28,0,3,0,0,1,0,0
2985,1,0,50,0,0,0,28,1,1,1,0,0,1,0
2988,1,0,57,0,0,2,28,1,1,0,0,1,1,0
2990,1,0,55,0,0,0,130,0,1,0,0,1,0,0
2991,2,0,59,0,0,4,306,1,3,1,0,0,1,0
2992,2,1,42,0,0,0,10,1,1,0,0,1,1,0
2993,3,0,20,2,0,2,28,1,8,1,1,1,1,0
2995,2,0,58,0,0,16,175,1,9,0,1,0,1,0
2996,6,0,21,0,0,0,329,1,4,0,0,1,1,0
2997,2,0,32,0,0,21,175,1,9,1,1,1,1,0
2998,3,1,24,0,0,0,45,0,4,0,0,1,0,0
3003,2,0,42,0,0,1,379,1,4,0,0,1,1,0
3004,2,0,29,0,0,8,28,1,8,1,1,1,1,0
3005,2,0,21,0,0,1,28,1,6,0,1,0,1,0
3008,1,0,31,0,0,1,133,0,2,1,0,0,0,0
3009,3,0,56,0,0,8,127,0,4,0,0,1,0,0
3010,1,0,58,0,0,0,132,0,1,0,0,1,0,0
3014,2,0,22,0,0,1,246,1,7,1,1,1,1,1
3015,1,0,46,0,0,1,45,0,1,1,0,0,0,0
3019,1,0,50,0,0,0,45,0,2,1,0,0,0,0
3020,2,0,46,0,0,2,190,1,9,0,1,0,1,0
3021,2,1,44,0,1,11,306,1,8,1,1,1,1,0
3022,2,0,35,0,0,4,45,0,5,0,1,0,0,0
3023,2,0,30,0,1,14,186,1,9,1,1,1,1,0
3025,2,0,42,0,0,2,306,1,5,0,1,0,1,0
3027,2,0,46,0,0,5,186,1,1,1,0,0,1,0
3029,2,0,42,0,0,0,268,1,10,1,1,1,1,0
3030,2,0,37,0,0,12,28,1,3,0,0,1,1,0
3031,1,0,29,0,0,7,21,1,10,1,1,1,1,0
3032,2,0,32,0,0,8,21,1,4,0,0,1,1,1
3033,6,0,31,0,0,5,190,1,6,0,1,0,1,0
3034,2,1,33,0,0,1,45,0,1,0,0,1,0,0
3035,1,0,25,0,0,4,342,1,4,0,0,1,1,0
3036,2,1,33,0,0,0,45,0,1,0,0,1,0,0
3037,3,0,21,0,0,1,28,1,5,0,1,0,1,0
3038,1,1,64,0,0,7,142,0,3,0,0,1,0,0
3039,1,0,35,0,0,1,306,1,1,1,0,0,1,0
3040,2,0,56,0,0,1,28,1,1,0,0,1,1,0
3041,1,0,38,0,0,0,45,0,3,1,0,0,0,0
3042,2,1,40,0,0,4,28,0,1,0,0,1,0,0
3043,2,0,34,0,0,3,28,1,7,0,1,0,1,0
3046,2,0,28,0,0,4,190,1,4,0,0,1,1,1
3051,2,0,51,0,0,0,45,0,1,0,0,1,0,0
3053,2,0,35,0,0,2,45,0,2,0,0,1,0,0
3055,2,0,61,0,0,5,306,1,2,0,0,1,1,0
3056,2,0,25,0,0,0,273,1,3,0,0,1,1,0
3057,2,0,25,0,0,4,172,1,7,1,1,1,1,0
3058,2,0,26,0,0,0,242,0,5,0,1,0,0,0
3064,1,0,42,0,0,1,45,0,1,0,0,1,0,0
3066,2,1,25,0,0,1,190,1,4,0,0,1,1,0
3067,2,0,26,0,1,13,127,0,10,1,1,1,0,0
3068,2,0,31,0,0,9,263,1,7,0,1,0,1,0
3069,1,0,35,0,0,1,306,1,2,0,0,1,1,1
3071,2,1,41,0,0,4,28,1,2,1,0,0,1,0
3074,1,0,34,0,0,0,212,1,1,0,0,1,1,0
3075,1,0,46,0,0,5,28,0,1,0,0,1,0,0
3078,1,1,33,0,0,1,45,0,2,0,0,1,0,0
3081,2,0,30,0,0,3,71,1,2,0,0,1,1,1
3084,2,1,50,0,0,7,45,0,4,0,0,1,0,0
3085,2,0,21,0,0,0,59,1,5,0,1,0,1,0
3086,3,0,31,0,0,16,58,1,10,1,1,1,1,0
3087,2,0,31,0,0,2,248,1,7,1,1,1,1,0
3089,2,1,23,0,0,0,45,0,4,0,0,1,0,0
3090,2,0,25,0,0,1,58,1,6,0,1,0,1,0
3093,1,1,24,0,0,1,28,1,5,0,1,0,1,0
3094,2,0,31,0,0,13,283,0,10,1,1,1,0,0
3096,2,0,60,0,0,0,190,1,1,0,0,1,1,0
3101,2,0,30,0,0,2,28,1,2,0,0,1,1,0
3104,6,1,32,0,0,0,45,0,1,0,0,1,0,0
3107,1,0,46,0,0,0,128,0,1,0,0,1,0,0
3110,1,0,21,0,0,0,45,0,4,1,0,0,0,1
3111,2,0,28,4,0,6,123,0,9,0,1,0,0,0
3112,2,0,35,0,0,0,246,1,8,0,1,0,1,0
3113,3,0,34,0,0,2,416,1,3,1,0,0,1,0
3114,4,0,41,0,0,2,175,1,8,1,1,1,1,0
3115,2,1,40,0,0,7,326,0,4,0,0,1,0,0
3116,2,0,23,0,0,1,190,1,10,1,1,1,1,0
3117,2,0,23,0,0,3,190,1,6,1,1,1,1,0
3118,2,0,28,0,0,2,337,0,4,0,0,1,0,0
3120,3,0,21,0,0,0,297,1,4,1,0,0,1,0
3122,1,0,46,0,0,2,283,0,4,0,0,1,0,1
3129,2,0,56,0,0,1,28,1,2,0,0,1,1,0
3130,2,0,41,0,0,19,129,1,6,0,1,0,1,0
3131,3,0,40,0,0,8,306,1,5,1,1,1,1,0
3132,3,0,30,0,0,5,28,1,3,1,0,0,1,0
3134,2,0,24,0,0,1,45,0,4,1,0,0,0,0
3135,2,0,25,0,0,7,35,1,8,0,1,0,1,1
3136,1,1,33,0,0,0,45,0,1,0,0,1,0,0
3137,1,0,48,0,0,2,28,0,8,0,1,0,0,0
3138,2,0,33,0,0,11,248,1,6,1,1,1,1,0
3139,3,0,25,0,0,0,253,1,7,0,1,0,1,0
3143,1,0,25,0,0,6,163,1,8,1,1,1,1,0
3144,2,0,58,0,0,38,175,1,7,1,1,1,1,0
3145,2,0,30,0,1,7,285,1,5,1,1,1,1,1
3146,3,0,37,0,0,0,377,1,3,1,0,0,1,0
3152,1,1,43,0,0,7,6,1,8,0,1,0,1,0
3153,1,0,32,0,0,0,129,1,3,0,0,1,1,0
3154,6,0,33,0,0,3,28,1,7,0,1,0,1,0
3155,6,0,39,0,1,4,268,1,2,1,0,0,1,0
3156,1,0,49,0,0,4,16,1,1,0,0,1,1,0
3157,1,0,24,0,0,0,345,1,4,0,0,1,1,0
3158,2,0,26,0,0,1,186,1,9,0,1,0,1,0
3159,1,0,42,0,0,0,10,1,2,0,0,1,1,0
3160,2,0,22,0,0,1,65,1,6,1,1,1,1,0
3161,3,0,36,0,0,0,190,1,1,0,0,1,1,0
3162,1,0,29,0,0,7,45,0,7,1,1,1,0,1
3163,1,0,39,0,0,0,45,0,3,0,0,1,0,0
3164,2,0,27,0,2,13,28,1,6,1,1,1,1,1
3165,1,0,38,0,0,2,306,1,5,1,1,1,1,0
3166,1,0,20,0,0,0,58,1,2,1,0,0,1,0
3168,2,0,25,2,0,4,28,1,10,1,1,1,1,0
3169,1,0,53,0,0,0,45,0,1,0,0,1,0,0
3170,2,1,27,0,0,0,45,0,8,1,1,1,0,0
3174,6,0,21,0,0,0,64,1,5,1,1,1,1,0
3175,1,0,50,0,0,1,423,0,1,1,0,0,0,0
3176,2,0,41,0,0,4,74,1,5,0,1,0,1,0
3177,2,0,34,0,0,4,21,1,2,1,0,0,1,0
3178,1,0,22,0,0,5,297,1,8,1,1,1,1,2
3181,1,0,22,0,0,0,186,1,7,1,1,1,1,2
3182,2,0,25,0,0,2,246,1,5,0,1,0,1,0
3183,2,0,42,0,0,1,172,1,4,1,0,0,1,0
3186,1,1,27,0,0,2,311,1,3,0,0,1,1,0
3188,6,0,51,0,0,2,28,1,1,0,0,1,1,0
3189,2,0,33,0,0,23,28,1,9,1,1,1,1,0
3190,2,0,24,0,0,0,303,1,3,0,0,1,1,1
3191,2,0,37,0,0,4,28,1,4,0,0,1,1,0
3192,1,0,37,0,0,0,283,0,1,0,0,1,0,0
3197,6,1,27,0,0,0,45,0,2,0,0,1,0,0
3198,6,0,21,0,0,0,342,1,6,0,1,0,1,0
3200,2,0,35,0,0,1,21,1,1,1,0,0,1,0
3203,1,1,24,0,0,0,306,1,8,0,1,0,1,0
3204,6,0,21,1,0,1,28,1,7,0,1,0,1,0
3205,1,0,49,0,0,2,134,0,1,0,0,1,0,0
3206,2,0,38,0,0,9,28,1,6,0,1,0,1,0
3207,6,0,61,0,0,0,133,0,1,0,0,1,0,0
3208,2,1,30,0,0,0,45,0,2,0,0,1,0,0
3209,2,0,22,0,0,3,47,1,6,0,1,0,1,0
3212,2,0,25,0,0,0,254,1,7,1,1,1,1,0
3214,3,1,30,0,0,3,45,0,3,1,0,0,0,0
3215,1,0,52,0,0,0,128,0,1,0,0,1,0,0
3217,1,0,26,0,0,0,21,1,2,0,0,1,1,0
3218,6,0,26,0,0,0,45,0,4,0,0,1,0,0
3222,2,0,29,0,1,6,166,1,7,0,1,0,1,0
3223,1,0,45,0,0,9,175,1,9,1,1,1,1,0
3225,2,0,20,0,0,0,28,1,9,1,1,1,1,0
3226,2,0,29,0,0,4,28,1,8,0,1,0,1,0
3227,1,0,43,0,0,1,28,1,6,1,1,1,1,0
3229,1,0,26,0,0,2,99,1,5,0,1,0,1,0
3230,2,1,46,0,0,4,28,1,4,0,0,1,1,0
3232,2,1,46,0,0,0,172,1,1,0,0,1,1,0
3234,1,0,39,0,0,8,15,1,1,0,0,1,1,0
3236,2,0,29,0,0,12,306,1,10,1,1,1,1,0
3237,1,0,41,0,0,0,134,0,1,0,0,1,0,0
3238,2,0,29,0,0,11,28,1,10,1,1,1,1,1
3240,2,1,25,0,0,5,250,1,7,0,1,0,1,0
3242,2,0,23,1,0,2,112,1,7,0,1,0,1,0
3243,2,1,46,0,0,1,28,1,8,1,1,1,1,0
3246,1,0,30,0,0,0,134,0,3,0,0,1,0,0
3247,1,0,34,0,0,1,28,1,6,0,1,0,1,0
3248,1,0,70,0,0,11,306,1,1,1,0,0,1,0
3250,1,0,52,0,0,2,28,1,1,0,0,1,1,0
3255,2,0,51,0,0,4,374,0,2,0,0,1,0,0
3259,5,1,45,0,0,15,129,1,10,1,1,1,1,0
3260,2,0,55,0,0,21,170,1,6,1,1,1,1,0
3261,1,1,49,0,0,1,28,1,1,0,0,1,1,0
3262,2,1,26,0,0,9,127,0,6,1,1,1,0,0
3265,1,1,47,0,0,0,49,1,1,0,0,1,1,0
3267,2,0,27,0,0,0,45,0,2,0,0,1,0,0
3268,1,0,25,0,2,5,133,0,7,1,1,1,0,0
3270,2,0,21,0,1,1,28,1,10,1,1,1,1,0
3272,2,0,37,0,0,26,129,1,10,1,1,1,1,1
3273,2,0,21,0,0,1,306,1,9,1,1,1,1,0
3274,2,0,21,0,0,0,64,1,6,0,1,0,1,0
3278,2,0,25,0,0,4,306,1,10,1,1,1,1,0
3280,2,1,27,0,0,3,228,1,5,1,1,1,1,0
3281,1,0,30,0,0,3,90,1,4,1,0,0,1,0
3283,1,0,70,0,0,0,134,0,1,0,0,1,0,0
3284,1,0,37,0,0,11,110,1,9,1,1,1,1,0
3285,2,0,46,0,0,5,7,1,5,1,1,1,1,0
3286,6,0,40,0,0,4,45,0,1,1,0,0,0,0
3287,2,0,20,1,0,1,190,1,8,1,1,1,1,0
3288,2,0,43,0,0,18,28,1,4,1,0,0,1,0
3289,2,0,38,0,0,15,16,1,6,0,1,0,1,0
3290,2,0,29,0,0,0,89,1,4,0,0,1,1,0
3291,2,0,37,0,0,8,240,0,2,1,0,0,0,0
3292,3,0,38,0,0,3,306,1,4,0,0,1,1,0
3293,1,1,27,0,0,0,303,1,3,0,0,1,1,0
3294,6,1,20,0,0,0,15,0,5,1,1,1,0,0
3295,3,0,44,0,0,0,128,0,1,0,0,1,0,0
3298,1,0,31,0,0,6,45,0,5,0,1,0,0,0
3299,2,0,29,0,0,3,28,1,2,1,0,0,1,0
3300,1,0,48,0,0,13,74,1,7,1,1,1,1,0
3301,2,1,30,0,0,0,45,0,2,0,0,1,0,0
3302,1,1,25,0,0,2,28,1,5,1,1,1,1,0
3304,2,0,40,0,0,3,129,1,2,0,0,1,1,0
3305,1,1,49,0,0,3,336,1,2,0,0,1,1,0
3306,1,0,33,0,0,1,374,0,3,0,0,1,0,0
3309,1,0,26,0,0,5,382,1,5,1,1,1,1,0
3310,3,0,31,0,1,1,283,0,3,0,0,1,0,0
3312,1,0,61,0,0,1,134,0,1,0,0,1,0,0
3314,1,0,30,0,0,2,415,1,4,0,0,1,1,0
3315,1,0,62,0,0,0,31,0,1,0,0,1,0,0
3316,1,1,27,0,0,4,206,0,8,1,1,1,0,0
3318,1,0,48,0,0,9,186,1,6,0,1,0,1,0
3319,1,1,40,0,0,0,306,1,2,0,0,1,1,0
3320,1,0,24,0,0,0,317,1,4,0,0,1,1,0
3322,2,0,22,0,0,0,190,1,4,1,0,0,1,0
3323,2,0,30,0,0,4,45,0,8,1,1,1,0,0
3324,1,0,63,0,0,0,134,0,1,0,0,1,0,0
3325,3,0,46,0,0,0,28,0,1,0,0,1,0,0
